areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,title,addr1,addr2,tel,zipcode,sigungu
32,B02,B0201,B02010700,940259,32,20100127150815,http://tong.visitkorea.or.kr/cms/resource/68/1849368_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/1849368_image3_1.jpg,127.7832358849,37.6915933201,6.0,20200413173457,18357.0,16.0,강가의성,강원도 홍천군 북방면 굴지강변로 281,,033-433-8309,25116,16
32,A05,A0502,A05020100,135282,39,20060814000000,http://tong.visitkorea.or.kr/cms/resource/27/1842427_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/1842427_image3_1.jpg,127.6950463785,37.7014988643,6.0,20200727145656,22741.0,16.0,강가촌,강원도 홍천군 서면 한치골길 1122-54,,033-434-9102,25101,16
1,A05,A0502,A05020100,135136,39,20060116000000,http://tong.visitkorea.or.kr/cms/resource/66/818066_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/818066_image3_1.jpg,126.9350272959,37.4845518811,6.0,20210315100049,41196.0,5.0,강강술래 신림동,서울특별시 관악구 남부순환로 1660,,02-886-9233,08780,5
38,A02,A0206,A02061100,1623934,14,20120507135428,http://tong.visitkorea.or.kr/cms/resource/31/1608131_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1608131_image3_1.jpg,126.3108529592,34.5732988681,6.0,20201110134956,15098.0,23.0,강강술래 전수관,전라남도 해남군 문내면 관광레저로 12,,,59004,23
34,A02,A0201,A02010700,946216,12,20100205165742,,,127.0183586462,36.1621473767,6.0,20200110131936,22959.0,3.0,강경 구 연수당 건재 약방,충청남도 논산시 강경읍 옥녀봉로24번길 14,,,32934,3
34,A02,A0202,A02020700,1182200,12,20110124144617,http://tong.visitkorea.or.kr/cms/resource/65/1280565_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/1280565_image3_1.jpg,127.0119397028,36.1649080602,6.0,20210329165103,33886.0,3.0,강경 옥녀봉,충청남도 논산시 강경읍 북옥리,,,32931,3
34,A02,A0201,A02010700,946451,12,20100208135913,,,127.0191725131,36.1602309428,6.0,20200110131101,22927.0,3.0,강경 중앙초등학교 강당,충청남도 논산시 강경읍 옥녀봉로 8,(강경읍),,32934,3
34,A02,A0203,A02030600,2650372,12,20200324170256,,,127.0178753661,36.1617724110,6.0,20200330152042,0.0,3.0,강경근대거리,충청남도 논산시 강경읍 옥녀봉로 30-5,,,32934,3
34,A02,A0201,A02010700,1627011,12,20120510100424,http://tong.visitkorea.or.kr/cms/resource/46/1600246_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1600246_image3_1.jpg,127.0319493430,36.1528570080,6.0,20200416114122,17228.0,3.0,강경미내다리,충청남도 논산시 채운면 삼거리,,,32944,3
34,A04,A0401,A04010200,132519,38,20031117000000,,,127.0153645321,36.1597837058,6.0,20201013144323,21819.0,3.0,강경젓갈시장,충청남도 논산시 강경읍 옥녀봉로27번길 30-3,(강경읍),041-745-1985,32935,3
31,A05,A0502,A05020100,133184,39,20030829000000,http://tong.visitkorea.or.kr/cms/resource/99/1188599_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/1188599_image3_1.jpg,127.5489738547,37.4032390852,6.0,20210305094426,28200.0,20.0,강계봉진막국수,경기도 여주시 대신면 천서리길 26,,031-882-8300,12608,20
32,B02,B0201,B02010900,2398168,32,20160809135223,http://tong.visitkorea.or.kr/cms/resource/17/2579017_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2579017_image3_1.jpg,128.6366687230,37.4518927338,6.0,20201124102939,3876.0,11.0,강과 소나무[한국관광 품질인증/Korea Quality],강원도 정선군 북평면 졸드루길 31-57,,010-3757-1147,26100,11
36,A01,A0101,A01011400,753302,12,20090615171024,http://tong.visitkorea.or.kr/cms/resource/92/2484292_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2484292_image2_1.jpg,128.4242054351,34.8436462512,6.0,20201119093028,27214.0,17.0,강구안,경상남도 통영시 중앙동,(중앙동),,53053,17
36,B02,B0201,B02011100,2575011,32,20181207130915,,,128.4241610409,34.8418797816,,20201228101305,16.0,17.0,강구안게스트하우스,경상남도 통영시 동충4길 56,(항남동),010-9287-8001,53054,17
35,A04,A0401,A04010100,132114,38,20021126000000,http://tong.visitkorea.or.kr/cms/resource/38/1801838_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1801838_image3_1.jpg,129.3613142643,36.3684417821,6.0,20210309175029,12738.0,12.0,"강구장 (3, 8일)",경상북도 영덕군 강구면 강구시장1길 8-1,(강구면),054-730-6233,36458,12
35,A01,A0101,A01011400,988459,12,20100329183830,http://tong.visitkorea.or.kr/cms/resource/24/2648724_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2648724_image3_1.jpg,129.3900036722,36.3592989277,6.0,20200226144439,43647.0,12.0,강구항,경북 영덕군 강구면 강구리,,,766-821,12
37,A05,A0502,A05020100,1014287,39,20100504140528,http://tong.visitkorea.or.kr/cms/resource/10/1023810_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1023810_image3_1.jpg,127.6446650253,36.0163167003,6.0,20200806170718,14908.0,5.0,강나루,전라북도 무주군 무주읍 내도로 123,,063-324-2898,55507,5
35,A03,A0303,A03030800,131968,28,20070601000000,http://tong.visitkorea.or.kr/cms/resource/24/1981524_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1981524_image3_1.jpg,128.8899475340,36.8444812610,6.0,20200729174412,22430.0,8.0,강나루래프팅,경상북도 봉화군 명호면 명재로 16,,054-674-0567 / 010-9895-0567,36254,8
36,A02,A0202,A02020700,2712922,12,20210401132018,,,128.5092306571,35.3898253912,6.0,20210416180122,0.0,19.0,강나루생태공원,경상남도 함안군 칠서면 삼칠로 1235-50,,,52004,19
1,A02,A0203,A02030600,264570,12,20050623134701,http://tong.visitkorea.or.kr/cms/resource/08/1984608_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1984608_image3_1.jpg,127.0281573537,37.4970465429,6.0,20200226162046,31967.0,1.0,강남,서울특별시 강남구 역삼동,(역삼동),,06232,1
1,A02,A0202,A02020200,2456536,12,20161214141140,,,127.0591318945,37.5118092746,6.0,20210208173916,4076.0,1.0,강남 마이스 관광특구,서울특별시 강남구 영동대로 513,(삼성동),,06164,1
1,A02,A0203,A02030400,1949905,12,20140922180533,http://tong.visitkorea.or.kr/cms/resource/75/1258175_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1258175_image3_1.jpg,127.0264344408,37.5269874797,6.0,20210115092136,17817.0,1.0,강남 시티투어 (트롤리버스),서울특별시 강남구 압구정로 161,,,06001,1
31,A03,A0302,A03020700,131674,28,20030522000000,,,127.1823575630,37.3869398674,6.0,20201008111615,17662.0,5.0,강남 300 컨트리클럽,경기도 광주시 새말길 353,(목동),031-719-0300,12770,5
38,A05,A0502,A05020100,2670270,39,20200901145614,http://tong.visitkorea.or.kr/cms/resource/62/2666562_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2666562_image2_1.jpg,126.4166406665,34.8131236157,6.0,20210310115014,0.0,8.0,강남가든,전라남도 목포시 상리로15번길 1-1,,061-274-8002,58642,8
1,A04,A0401,A04010600,132201,38,20031117000000,,,127.0071923683,37.5050868999,6.0,20200929093841,19038.0,15.0,강남고속터미널 혼수상가,서울특별시 서초구 신반포로 194,,02-533-2489,06545,15
35,A05,A0502,A05020100,2679210,39,20201027170123,http://tong.visitkorea.or.kr/cms/resource/43/2677143_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2677143_image2_1.jpg,128.7497711895,36.5567753646,6.0,20210311133230,0.0,11.0,강남구이나라,경상북도 안동시 중평길 107-7,,054-858-5665,36719,11
3,A05,A0502,A05020100,2580169,39,20181219101700,,,127.3874122155,36.3519877114,6.0,20210226151138,9.0,3.0,강남면옥,대전광역시 서구 둔산로123번길 15,(둔산동),042-472-9996,35240,3
1,A05,A0502,A05020100,1756249,39,20121122161013,,,127.0402783799,37.5003213806,6.0,20200717145752,15900.0,1.0,강남목장,서울특별시 강남구 논현로86길 34,,02-562-7003,06223,1
1,A02,A0206,A02060700,130373,14,20071106015448,http://tong.visitkorea.or.kr/cms/resource/87/1807787_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1807787_image3_1.jpg,127.0320236842,37.4964911212,6.0,20201203141136,18396.0,1.0,강남문화원,서울특별시 강남구 테헤란로8길 36,(역삼동),,06240,1
1,B02,B0201,B02011100,2574118,32,20181205160516,http://tong.visitkorea.or.kr/cms/resource/28/2573328_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2573328_image2_1.jpg,127.0301236613,37.5034291706,,20191014101736,0.0,1.0,강남스테이힐(Gangnam Stay Hill),서울특별시 강남구 테헤란로13길 65,"(역삼동)1, 2층",010-2746-7882,06127,1
32,A05,A0502,A05020100,2683263,39,20201117151131,,,128.3971761060,37.3679534093,6.0,20201117152040,0.0,15.0,강남식당,강원도 평창군 평창읍 노성로 126-27,,033-332-2751,25375,15
1,B02,B0201,B02010100,2650614,32,20200327154421,http://tong.visitkorea.or.kr/cms/resource/94/2650594_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2650594_image2_1.jpg,127.0274574750,37.4950023236,,20201127102933,0.0,15.0,강남아르누보씨티호텔[한국관광 품질인증/Korea Quality],서울특별시 서초구 서초대로74길 29,"(서초동,서초파라곤)",02-580-7300/7400,06621,15
1,A03,A0302,A03020200,131139,28,20030527000000,http://tong.visitkorea.or.kr/cms/resource/23/2462023_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2462023_image3_1.jpg,127.0541432145,37.5204498480,6.0,20201106102234,23174.0,1.0,강남청소년수련관,서울특별시 강남구 영동대로131길 26,(청담동),02-544-9725,06073,1
32,A05,A0502,A05020100,2685302,39,20201124134104,http://tong.visitkorea.or.kr/cms/resource/81/2684581_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2684581_image2_1.jpg,128.8959504016,37.7428308051,6.0,20210311163801,0.0,1.0,강남촌,강원도 강릉시 임영로 3,,033-646-0016,25595,1
32,B02,B0201,B02011000,2626937,32,20191018095213,,,128.8260774028,37.8816633714,,20200331142117,0.0,1.0,강다방 게스트하우스,강원도 강릉시 주문진읍 신리길 2,2층,010-5370-166,25424,1
34,A01,A0101,A01010900,125831,12,20031209000000,http://tong.visitkorea.or.kr/cms/resource/74/1601574_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/1601574_image3_1.jpg,127.0221465167,36.7053240494,6.0,20200722150607,76906.0,9.0,강당골(양화담),충청남도 아산시 송악면,일원,,31557,9
34,A02,A0201,A02010700,129132,12,20060711000000,http://tong.visitkorea.or.kr/cms/resource/58/187958_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/187958_image3_1.jpg,126.6025046578,36.7778111433,6.0,20201125144110,21099.0,7.0,강댕이 미륵불,충청남도 서산시 운산면 마애삼존불길 18-1,,,31950,7
38,A02,A0201,A02010700,1957338,12,20141017100442,,,126.8026715967,34.6543783944,6.0,20200224104817,1896.0,1.0,강덕사,전라남도 강진군 군동면 호라길 199-39,(군동면),,59220,1
7,A02,A0202,A02020300,1624227,12,20120507165144,http://tong.visitkorea.or.kr/cms/resource/68/1588168_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/1588168_image3_1.jpg,129.4505699154,35.6138565417,6.0,20210106170027,24836.0,4.0,강동 해수온천,울산광역시 북구 동해안로 1418,(구유동),,44233,4
7,A01,A0101,A01011100,772462,12,20090729143001,http://tong.visitkorea.or.kr/cms/resource/11/1357511_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/1357511_image3_1.jpg,129.4424755991,35.6341985442,6.0,20210315100027,31134.0,4.0,강동 화암 주상절리,울산광역시 북구 산하동 952-1번지 일원,(산하동),,44264,4
1,A03,A0302,A03021700,1017568,28,20100510102214,http://tong.visitkorea.or.kr/cms/resource/69/2030469_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2030469_image3_1.jpg,127.1540697938,37.5358637478,6.0,20200528141831,19803.0,2.0,강동그린웨이 가족캠핑장,서울특별시 강동구 천호대로206길 87,(둔촌동),02-478-4079,05357,2
7,A01,A0101,A01011200,128199,12,20071001000000,http://tong.visitkorea.or.kr/cms/resource/05/1358105_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/1358105_image3_1.jpg,129.4405841678,35.6317098997,6.0,20210318141651,36357.0,4.0,강동몽돌해변,울산광역시 북구 동해안로 1650,(산하동),,44264,4
1,A02,A0206,A02060700,130376,14,20071106015454,http://tong.visitkorea.or.kr/cms/resource/92/1865292_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/1865292_image3_1.jpg,127.1412123500,37.5457151498,6.0,20210325174626,17498.0,2.0,강동문화원,서울특별시 강동구 상암로 168,(천호동),,05314,2
1,A02,A0207,A02070200,1806376,15,20130422102127,http://tong.visitkorea.or.kr/cms/resource/69/2670569_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/69/2670569_image2_1.png,127.1573829418,37.5512675743,6.0,20201005171130,21828.0,2.0,강동북페스티벌2020,온라인개최,(상일동),"강일 427-4004, 성내 471-0044, 해공 478-9656, 암사 429-0476, 천호 488-7223",05278,2
32,A05,A0502,A05020100,2687772,39,20201127105008,http://tong.visitkorea.or.kr/cms/resource/16/2685016_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2685016_image2_1.jpg,128.8976138562,37.7520492159,6.0,20210312122051,0.0,1.0,강동분식,강원도 강릉시 곶감전길 15,,010-2368-1281,25543,1
1,A02,A0206,A02060600,1750737,14,20121112160214,http://tong.visitkorea.or.kr/cms/resource/74/2030474_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2030474_image3_1.jpg,127.1573440585,37.5512009153,6.0,20201126101254,19139.0,2.0,강동아트센터,서울특별시 강동구 동남로 870,(상일동),,05278,2
1,A02,A0205,A02050200,127377,12,20040227000000,http://tong.visitkorea.or.kr/cms/resource/60/720460_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/720460_image3_1.jpg,127.1207004140,37.5426873535,6.0,20210322170832,25725.0,2.0,강동예찬시비,서울특별시 강동구 천호동,,,05246,2
1,A03,A0302,A03020200,131454,28,20040227000000,http://tong.visitkorea.or.kr/cms/resource/38/1868038_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1868038_image3_1.jpg,127.1462228904,37.5497508824,6.0,20201126101321,26598.0,2.0,강동청소년회관,서울특별시 강동구 양재대로138길 41,(명일1동),,05292,2
7,A05,A0502,A05020100,2574044,39,20181205151358,,,129.3583379866,35.5541004060,,20200210170355,2.0,4.0,강동회수산,울산광역시 북구 명촌7길 32,(명촌동),052-289-3387,44254,4
37,B02,B0201,B02011600,2570638,32,20181128140659,http://tong.visitkorea.or.kr/cms/resource/83/2568683_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/83/2568683_image2_1.JPG,127.1519253061,35.8150087222,,20201218154623,0.0,12.0,강령전,전라북도 전주시 완산구 태조로 26-24,(풍남동3가),,55042,12
32,A02,A0201,A02010700,125790,12,20040203000000,http://tong.visitkorea.or.kr/cms/resource/86/2596286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2596286_image3_1.jpg,128.8965126086,37.7955691591,6.0,20210112141951,88977.0,1.0,강릉 경포대,강원도 강릉시 경포로 365,(저동),,25461,1
32,A01,A0101,A01011200,128758,12,20060124000000,http://tong.visitkorea.or.kr/cms/resource/22/2671422_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2671422_image3_1.jpg,128.9074446419,37.8057293080,6.0,20210217141706,71273.0,1.0,강릉 경포해수욕장,강원도 강릉시 창해로 514,(안현동),,25460,1
32,A02,A0201,A02010700,125769,12,20021127000000,http://tong.visitkorea.or.kr/cms/resource/80/179780_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/179780_image3_1.jpg,128.8918046506,37.7072681694,6.0,20210125154810,29164.0,1.0,강릉 굴산사지,강원도 강릉시 구정면 학산리,,,25623,1
32,A04,A0401,A04010200,1756581,38,20121123140524,http://tong.visitkorea.or.kr/cms/resource/60/1947760_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1947760_image3_1.jpg,128.9182791371,37.7366791739,6.0,20210329170704,8618.0,1.0,강릉 농산물도매시장,강원도 강릉시 유산로 60,(유산동),,25612,1
32,A02,A0207,A02070200,531391,15,20080414154012,http://tong.visitkorea.or.kr/cms/resource/95/2543695_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2543695_image2_1.jpg,128.8950169869,37.7482134974,6.0,20200521155909,143108.0,1.0,강릉 단오제 2020,강원도 강릉시 단오장길 1,,033-641-1593,25586,1
32,A02,A0201,A02010200,126897,12,20021129000000,,,128.7582269095,37.7360428019,6.0,20210323175410,23939.0,1.0,강릉 대공산성,강원도 강릉시 성산면 보광리,,,25442,1
32,A02,A0203,A02030100,128293,12,20050308000000,http://tong.visitkorea.or.kr/cms/resource/50/2050650_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2050650_image3_1.jpg,128.7785935029,37.5878658813,6.0,20201221172547,22074.0,1.0,강릉 대기리마을,강원도 강릉시 왕산면 용수길 11,,,25642,1
32,A02,A0201,A02010700,2605187,12,20190604132115,http://tong.visitkorea.or.kr/cms/resource/69/2368669_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2368669_image3_1.jpg,128.8921226461,37.7532767444,6.0,20201217092638,0.0,1.0,강릉 대도호부 관아,강원도 강릉시 임영로131번길 6,(용강동),,25534,1
32,A04,A0401,A04010200,132772,38,20070424000000,http://tong.visitkorea.or.kr/cms/resource/78/1162078_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1162078_image3_1.jpg,128.8979720069,37.7569097715,6.0,20210226160301,14030.0,1.0,강릉 동부시장,강원도 강릉시 율곡로 2831,(옥천동),,25531,1
32,A02,A0203,A02030600,2628994,12,20191022143650,http://tong.visitkorea.or.kr/cms/resource/20/2688020_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2688020_image3_1.jpg,128.8927254362,37.7511381142,6.0,20201127142440,0.0,1.0,강릉 명주동 거리,강원도 강릉시 명주동,,,25538,1
32,A02,A0203,A02030200,1086405,12,20100903170650,http://tong.visitkorea.or.kr/cms/resource/15/1584015_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/1584015_image3_1.jpg,128.8328344506,37.8138296931,6.0,20200120142237,39531.0,1.0,강릉 모래내 한과마을(갈골한과),강원도 강릉시 사천면 한과마을길 20,(사천면),,25437,1
32,A02,A0207,A02070200,2541883,15,20180406094032,http://tong.visitkorea.or.kr/cms/resource/65/2650165_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2650165_image2_1.jpg,128.8920698750,37.7532267491,6.0,20201026164953,7305.0,1.0,강릉 문화재야행 2020,강원도 강릉시 임영로131번길 6,,033-823-3213,25534,1
32,A02,A0203,A02030100,128359,12,20050414000000,http://tong.visitkorea.or.kr/cms/resource/46/2480146_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2480146_image2_1.jpg,128.7769430008,37.8800570453,6.0,20210107133210,22486.0,1.0,강릉 복사꽃마을,강원도 강릉시 주문진읍 신리천로 527-3,(주문진읍),,25402,1
32,A04,A0401,A04010200,132773,38,20070424000000,http://tong.visitkorea.or.kr/cms/resource/06/1162106_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/1162106_image3_1.jpg,128.8908560377,37.7550709566,6.0,20210226162358,12219.0,1.0,강릉 서부시장,강원도 강릉시 임영로155번길 6,(용강동),033-648-9136,25528,1
